Organization Name,Organization Name URL,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Company Type,Website,Number of Sub-Orgs,Investor Type,Investment Stage,Number of Exits (IPO),Number of Exits,Number of Diversity Investments,Number of Investments,Number of Lead Investments,Number of Portfolio Organizations,Primary Industry,Primary Industry URL,Industry Groups,Founders,Number of Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Lead Investors,Number of Lead Investors,Number of Investors
ITTI,https://www.crunchbase.com/organization/itti-a5ad,,"Information Technology, Internet of Things, Software, Web Apps","Poznan, Wielkopolskie, Poland",ITTI provides web and mobile applications development services.,"2,206,681","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1996-01-01,day,,,For Profit,https://www.itti.com.pl,,,,,,,,,,,,"Apps, Information Technology, Internet Services, Software",,,101-250,,,,,,,,,,,,,,,,,,,,,
Henan Shenhuo Group,https://www.crunchbase.com/organization/henan-shenhuo-coal-power-co-ltd,,"Energy, Mining","Shangqiu, Henan, China",Henan Shenhuo Group is a coal mining and aluminum processing company.,"2,325,511",Asia-Pacific (APAC),Active,1998-01-01,day,1999-08-31,day,For Profit,http://www.shenhuo.com,,,,,,,,,,,,"Energy, Natural Resources",,,10001+,,IPO,,,,,,,,,,,,,,,,,,,
Bionic System Solutions,https://www.crunchbase.com/organization/bionic-system-solutions,,"Analytics, Artificial Intelligence (AI), Internet of Things, Machine Learning, Predictive Analytics, Security, Sensor, Software","Odense, Syddanmark, Denmark",Bionic System Solutions develops data-driven sensing and analytics solutions for noise monitoring and remote asset monitoring.,"2,339,169","European Union (EU), Nordic Countries, Scandinavia",Active,2017-01-01,year,,,For Profit,https://www.bionicsystemsolutions.com,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Internet Services, Privacy and Security, Science and Engineering, Software",,,11-50,,,,,,,,,,,,,,,,,,,,,
WSL,https://www.crunchbase.com/organization/wsl,,"Consulting, Financial Services, Incubators","Liège, Liege, Belgium",WSL is a management consulting firm that provides financial assistance and incubator services for organizations.,"2,368,606","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,2000-01-01,year,,,For Profit,https://www.wsl.be/,,,,,,,,,,,,"Financial Services, Lending and Investments, Professional Services",,,1-10,,,,,,,,,,,,,,,,,,,,,
Chengtun Mining Group,https://www.crunchbase.com/organization/chengtun-mining-group,,Mining,"Xiamen, Fujian, China",Chengtun Mining Group conducts metal mining and operation businesses.,"2,380,736",Asia-Pacific (APAC),Active,1992-01-01,day,1996-05-31,day,For Profit,http://www.600711.com,,,,,,,1,,1,,,Natural Resources,,,5001-10000,,IPO,,,,,,,,,,,,,,,,,,,
Arctur,https://www.crunchbase.com/organization/arctur,,"Information Technology, IT Infrastructure, IT Management, Project Management, Software","Nova Gorica, Bohinj Commune, Slovenia",Arctur is a leading provider of high-performance computing services in Southeast Europe.,"2,396,848","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1992-01-01,day,,,For Profit,https://www.arctur.si,,,,,,,,,,,,"Administrative Services, Information Technology, Other, Software",,,11-50,,,,,,,,,,,,,,,,,,,,,
H. Henriksen,https://www.crunchbase.com/organization/h-henriksen,,"Manufacturing, Marine Technology, Product Design","Tønsberg, Vestfold, Norway","H. HENRIKSEN manufactures maritime equipment like hooks, REBS, MUS, MCM, and SEA RESQ.","2,403,184","Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",Active,1834-01-01,year,,,For Profit,https://hhenriksen.com,,,,,,,,,,,,"Design, Manufacturing, Science and Engineering",,,101-250,,,,,,,,,,,,,,,,,,,,,
Ashapura Mine Chem,https://www.crunchbase.com/organization/ashapura-mine-chem,,"Construction, Industrial, Mineral","Mumbai, Maharashtra, India",Ashapura is a mineral solution company.,"2,486,747",Asia-Pacific (APAC),Active,1960-01-01,day,1995-09-20,day,For Profit,https://www.ashapura.com/,,,,,,,,,,,,"Manufacturing, Natural Resources, Real Estate",Chetan Shah,1,1001-5000,,IPO,,,,,,,,,,,,,,,,,,,
Rantelon,https://www.crunchbase.com/organization/rantelon,,"Electronics, Manufacturing, Wholesale","Tallinn, Harjumaa, Estonia","Rantelon develops and manufactures radio frequency electronics, including drone detection and radar systems.","2,548,341","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1995-01-01,year,,,For Profit,https://www.rantelon.ee,,,,,,,,,,,,"Commerce and Shopping, Consumer Electronics, Hardware, Manufacturing","Andres Taklaja, Priit Kinks",2,11-50,,,,,,,,,,,,,,,,,,,,,
Leonardo Electronics US,https://www.crunchbase.com/organization/leonardo-electronics-us,,"Aerospace, Electronics, Security","Mclean, Virginia, United States",Leonardo Electronics US develops high-power lasers and advanced sensor technologies for demanding environments.,"2,576,332","Washington DC Metro Area, East Coast, Southern US",Active,,,,,For Profit,https://electronics.leonardo.com,,,,,,,,,,,,"Consumer Electronics, Hardware, Privacy and Security, Science and Engineering",,,10001+,,,,,,,,,,,,,,,,,,,,,
Alrosa,https://www.crunchbase.com/organization/alrosa,,"Manufacturing, Precious Metals","Mirny, Krasnodar, Russian Federation","Alrosa which is principally engaged in the exploration, mining, manufacture and sales of diamonds. ","2,707,920","Europe, Middle East, and Africa (EMEA)",Active,1992-01-01,year,2012-11-30,day,For Profit,https://www.alrosa.ru/,,,,,,,,,,,,"Manufacturing, Natural Resources",,,10001+,1,IPO,2013-10-28,,,,Post-IPO Equity,,,,Post-IPO Equity,,,,,,,Russian Direct Investment Fund,Russian Direct Investment Fund,1,1
"HM Electronics, Logistics and Asset Management Ltd.",https://www.crunchbase.com/organization/hm-electronics-logistics-and-asset-management-ltd,,,"Budapest, Budapest, Hungary",Our strategic objectives are set out in the Force Development and Defense Industrial Development Program.,"2,725,645","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1993-01-01,day,,,For Profit,http://www.hmei.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,https://www.crunchbase.com/organization/speed-e228,,"Logistics, Supply Chain Management, Transportation","Gdynia, Pomorskie, Poland","Speed provides transport, forwarding, and logistics services.","2,755,386","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1996-01-01,year,,,For Profit,https://speed.gdynia.pl,,,,,,,,,,,,Transportation,,,51-100,,,,,,,,,,,,,,,,,,,,,
ARPA EMC,https://www.crunchbase.com/organization/arpa-emc,,"Field Support, Industrial, Manufacturing, Product Design","Zaragoza, Aragon, Spain","ARPA EMC designs, manufactures, installs, maintains, and manages mobile field equipment.","2,819,515","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1968-01-01,year,,,For Profit,https://www.arpaemc.com,,,,,,,,,,,,"Design, Manufacturing, Professional Services",Antonio Arpa Romero,1,51-100,,,,,,,,,,,,,,,,,,,,,
Implats,https://www.crunchbase.com/organization/implats,,Mining,"Johannesburg, NA - South Africa, South Africa",Implats is one of the world’s foremost producers of platinum and associated platinum group metals (PGMs).,"2,903,758","Europe, Middle East, and Africa (EMEA)",Active,1924-01-01,year,,,For Profit,http://www.implats.co.za,,,,,,,,,,,,Natural Resources,,,10001+,,,,,,,,,,,,,,,,,,,,,
L-3 Communications Magnet-Motor,https://www.crunchbase.com/organization/l-3-communications-magnet-motor,,"Electronics, Energy","Starnberg, Bayern, Germany","L-3 Communications Magnet-Motor develops and promotes electric propulsion systems, energy storage systems, and power electronics.","2,946,360","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1980-01-01,year,2006-04-12,day,For Profit,http://www.magnet-motor.de/,,,,,,,,,,,,"Consumer Electronics, Energy, Hardware",,,,,M&A,,,,,,,,,,,,,,,,,,,
CILAS,https://www.crunchbase.com/organization/cilas-6883,,"Military, Security, Wholesale","Orléans, Centre, France","CILAS is a supplier of equipment and systems for the defence, security, and space sectors.","2,971,349","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1966-01-01,year,,,For Profit,https://www.cilas.com,,,,,,,,,,,,"Commerce and Shopping, Government and Military, Information Technology, Privacy and Security",,,251-500,,,,,,,,,,,,,,,,,,,,,
Holland Composites Industrials,https://www.crunchbase.com/organization/holland-composites-industrials,,"Civil Engineering, Construction, Manufacturing","Lelystad, Flevoland, The Netherlands","Holland Composites Industrials is develops and produces larger, technically advanced composite structures.","2,976,521","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,2008-01-01,year,2008-04-21,day,For Profit,http://www.hollandcomposites.nl/,,,,,,,,,,,,"Manufacturing, Real Estate, Science and Engineering",,,,,M&A,,,,,,,,,,,,,,,,,,,
Rheinmetall Landsysteme,https://www.crunchbase.com/organization/rheinmetall-landsysteme-gmbh,,"Automotive, Cyber Security, Information Technology, Manufacturing, Security","Düsseldorf, Nordrhein-Westfalen, Germany",Rheinmetall Landsysteme is supplier of defense and security technology.,"3,003,855","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1889-01-01,year,,,For Profit,https://www.rheinmetall-defence.com,,,,,,,,,,,,"Information Technology, Manufacturing, Privacy and Security, Transportation",,,10001+,,,,,,,,,,,,,,,,,,,,,
Feng Hsin Steel,https://www.crunchbase.com/organization/feng-hsin-steel,,"Industrial Manufacturing, Manufacturing, Precious Metals","Taichung, T'ai-wan, Taiwan",Feng Hsin Steel manufactures and markets steel products.,"3,005,869",Asia-Pacific (APAC),Active,1969-01-07,day,1992-05-25,day,For Profit,http://www.fenghsin.com.tw/,,,,,,,,,,,,"Manufacturing, Natural Resources",,,501-1000,,IPO,,,,,,,,,,,,,,,,,,,
Kety,https://www.crunchbase.com/organization/kety,,Adventure Travel,"Oswiecim, Slaskie, Poland",Kety is an adventure travel company with a backdrop of wild nature.,"3,098,806","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1971-01-01,day,2013-01-04,day,For Profit,https://www.kety.pl,,,,,,,,,,,,Travel and Tourism,,,1001-5000,,IPO,,,,,,,,,,,,,,,,,,,
SAPA Placencia,https://www.crunchbase.com/organization/sapa-placencia,,"Manufacturing, Military, Technical Support","Andoain, Pais Vasco, Spain",SAPA Placencia provides defense solutions.,"3,102,271","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,,,,,For Profit,https://sapa.es,,,,,,,,,,,,"Government and Military, Information Technology, Manufacturing, Other",,,1-10,,,,,,,,,,,,,,,,,,,,,
Tecnobit,https://www.crunchbase.com/organization/tecnobit-5639,,"Information Services, Software","Vicenza, Veneto, Italy","Tecnobit is a software that offers applications and services on 2D, CAD, 3D modelling, interior design, architects and engineers.","3,141,248","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,,,,,For Profit,https://www.tecnobit.shop/,,,,,,,,,,,,"Information Technology, Software",,,1-10,,,,,,,,,,,,,,,,,,,,,
Eidsvoll Electronics,https://www.crunchbase.com/organization/eidsvoll-electronics,,"Electronics, Hardware, Manufacturing, Sales, Software","Eidsvoll, Akershus, Norway",Eidsvoll Electronics is a manufacturer and supplier of electronic products.,"3,173,380","Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)",Active,1966-01-01,year,,,For Profit,https://eidel.no,,,,,,,,,,,,"Consumer Electronics, Hardware, Manufacturing, Sales and Marketing, Software",,,11-50,,,,,,,,,,,,,,,,,,,,,
Chemo Iberica,https://www.crunchbase.com/organization/chemo-iberica,,"Biotechnology, Health Care, Manufacturing","Madrid, Madrid, Spain","Chemo Iberica, S.A. manufactures and distributes generic medicines. It offers pharmaceuticals; agrochemicals, including insecticides,","3,182,533","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1940-01-01,year,,,For Profit,http://www.chemogroup.com,,,,,,,,,,,,"Biotechnology, Health Care, Manufacturing, Science and Engineering",,,5001-10000,,,,,,,,,,,,,,,,,,,,,
East Sunshine,https://www.crunchbase.com/organization/east-sunshine,,"Biopharma, Electronics, Health Care, Wellness","Shenzhen, Guangdong, China","East Sunshine is a group of companies that operates in the biomedical, electronics, and health and wellness industries.","3,208,964",Asia-Pacific (APAC),Active,2003-01-01,year,,,For Profit,http://www.hec.cn/,,,,,,,2,1,2,,,"Biotechnology, Consumer Electronics, Hardware, Health Care, Science and Engineering",,,10001+,,,,,,,,,,,,,,,,,,,,,
Marinetechnik,https://www.crunchbase.com/organization/marinetechnik,,"Machinery Manufacturing, Manufacturing, Mechanical Engineering","Hamburg, Hamburg, Germany","Marinetechnik GmbH provides naval vessel concept design, feasibility studies, requirements engineering, and tender support.","3,262,711","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1966-01-01,year,,,For Profit,https://www.mtg-marinetechnik.de,,,,,,,,,,,,"Manufacturing, Science and Engineering",,,51-100,,,,,,,,,,,,,,,,,,,,,
Biersack Technologie,https://www.crunchbase.com/organization/biersack-technologie,,"Industrial, Manufacturing, Mechanical Engineering","Beilngries, Bayern, Germany","Biersack Technologie is a mechanical engineering company that specializes in manufacturing, CNC machining, and logistics services.","3,361,793","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1948-07-01,day,,,For Profit,https://www.biersack.de,,,,,,,,,,,,"Manufacturing, Science and Engineering",,,51-100,,,,,,,,,,,,,,,,,,,,,
Northam Platinum Limited,https://www.crunchbase.com/organization/northam-platinum-limited,,"Mining, Precious Metals","Midrand, NA - South Africa, South Africa",Northam is an integrated producer of platinum group metals.,"3,422,393","Europe, Middle East, and Africa (EMEA)",Active,2020-01-01,year,1987-01-01,day,For Profit,https://www.northam.co.za/,,,,,,,,,,,,Natural Resources,,,10001+,1,IPO,2023-01-01,,,,Venture - Series Unknown,,,,Venture - Series Unknown,,,,,,,"Royal Bafokeng Holdings, Sakhumnotho Group",,,2
Vetronics Research Centre,https://www.crunchbase.com/organization/vetronics-research-centre,,"Embedded Systems, Market Research, Security","Brighton, East Sussex, United Kingdom","Vetronics Research Centre is a firm that provides architecture for embedded systems, mobile platforms, and vehicle integration.","3,436,879","Europe, Middle East, and Africa (EMEA)",Active,2004-01-01,year,,,For Profit,https://uk.vetronics.org/,,,,,,,,,,,,"Data and Analytics, Design, Hardware, Privacy and Security, Science and Engineering, Software",,,11-50,,,,,,,,,,,,,,,,,,,,,
Jastrzębska Spółka Węglowa,https://www.crunchbase.com/organization/jastrzębska-spółka-węglowa,,"Food and Beverage, Manufacturing","Jastrzebie Zdroj, Slaskie, Poland",Jastrzębska Spółka Węglowa is the largest producer of high-quality hard coking coal and a major producer of coke in the European Union.,"3,442,859","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1993-04-01,day,,,For Profit,https://www.jsw.pl/en,,,,,,,,,,,,"Food and Beverage, Manufacturing",,,10001+,,,,,,,,,,,,,,,,,,,,,
Ferbasa,https://www.crunchbase.com/organization/ferbasa,,"Mining, Renewable Energy","Pojuca, Bahia, Brazil","Ferbasa engages in the areas of mining, metallurgy, and forest resources.","3,505,704",Latin America,Active,1961-02-23,day,2000-01-31,day,For Profit,http://www.ferbasa.com.br/,,,,,,,,,,,,"Energy, Natural Resources, Sustainability",José Filho,1,1001-5000,,IPO,,,,,,,,,,,,,,,,,,,
Edisoft,https://www.crunchbase.com/organization/edisoft-248c,,"Information Technology, Military, Software","Paço De Arcos, Lisboa, Portugal",Edisoft is an IT company that offers tailor-made software solutions for military and civilian sectors.,"3,505,988","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1988-05-23,day,,,For Profit,http://www.edisoft.pt,,,,,,,,,,,,"Government and Military, Information Technology, Software",,,101-250,,,,,,,,,,,,,,,,,,,,,
Hill & Smith Holdings,https://www.crunchbase.com/organization/hill-smith-holdings-plc,,"Industrial Engineering, Infrastructure, Mechanical Engineering","Solihull, Solihull, United Kingdom",Hill & Smith Holdings is an international group of companies operating within the infrastructure and galvanizing markets.,"3,518,244","Europe, Middle East, and Africa (EMEA)",Active,1960-01-01,year,1969-03-26,day,For Profit,https://hsgroup.com,,,,,,,,,,,,"Manufacturing, Other, Science and Engineering",Edward Hill,1,1001-5000,,IPO,,,,,,,,,,,,,,,,,,,
NLMK Group,https://www.crunchbase.com/organization/nlmk-group,,"Electronics, Manufacturing, Mining, Precious Metals","Moscow, Moscow City, Russian Federation",NLMK Group is a Russian manufacturer of steel products with a vertically integrated business model.,"3,523,046","Europe, Middle East, and Africa (EMEA)",Active,1931-01-01,year,,,For Profit,http://nlmk.com/,,,,,,,,,,,,"Consumer Electronics, Hardware, Manufacturing, Natural Resources",,,10001+,,,,,,,,,,,,,,,,,,,,,
Shanjin International Gold,https://www.crunchbase.com/organization/shanjin-international-gold,,Precious Metals,"Beijing, Beijing, China",Shanjin International Gold focuses on precious and non ferrous metal mining and trading.,"3,561,621",Asia-Pacific (APAC),Active,1999-06-18,day,2024-08-29,day,,https://www.sji-gold.com/,,,,,,,,,,,,Natural Resources,,,,,M&A,,,,,,,,,,,,,,,,,,,
Safran Holding,https://www.crunchbase.com/organization/safran-holding,,"Aerospace, Industrial Engineering, Machinery Manufacturing","Paris, Ile-de-France, France","Safran is a technology service provider that provides tools and services to the aviation industry, defense sector, and space markets.","3,603,920","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1896-01-01,year,,,For Profit,https://www.safran-group.com/,,,,,,,,,,,,"Manufacturing, Science and Engineering",,,10001+,,,,,,,,,,,,,,,,,,,,,
Baiyin Nonferrous Metals,https://www.crunchbase.com/organization/baiyin-nonferrous-metals,,"Manufacturing, Mining, Precious Metals","Baiyin, Gansu, China",Baiyin Nonferrous Metals mines and produces nonferrous metals.,"3,625,126",Asia-Pacific (APAC),Active,1954-09-01,day,2017-02-15,day,For Profit,http://www.bynmc.com,1,,,,,,,,,,,"Manufacturing, Natural Resources",,,10001+,,IPO,,,,,,,,,,,,,,,,,,,
Sandur Manganese & Iron Ores L,https://www.crunchbase.com/organization/sandur-manganese-iron-ores-l,,Precious Metals,"Ballari, Karnataka, India",Sandur Manganese & Iron Ores L is an integral diversified and integrated commodity producers.,"3,695,704",Asia-Pacific (APAC),Active,1954-01-01,day,1966-06-03,day,For Profit,https://www.sandurgroup.com/,,,,,,,,,,,,Natural Resources,"M.Y. Ghorpade, Y.R. Ghorpade",2,1001-5000,,IPO,,,,,,,,,,,,,,,,,,,
Kardemir (A),https://www.crunchbase.com/organization/kardemir-a,,"Manufacturing, Sustainability","Istanbul, Istanbul, Turkey",Kardemir (A) is an iron and steel plant company that offers iron and steel production services.,"3,722,963","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Active,1937-01-01,day,1998-06-08,day,For Profit,http://www.kardemir.com/,,,,,,,,,,,,"Manufacturing, Sustainability",,,1001-5000,,IPO,,,,,,,,,,,,,,,,,,,
USHAMARTIN,https://www.crunchbase.com/organization/ushamartin,,"Industrial Manufacturing, Manufacturing, Plastics and Rubber Manufacturing","Kolkata, West Bengal, India",USHAMARTIN is a steel producer in India and manufacture steel wire ropes.,"3,756,326",Asia-Pacific (APAC),Active,1960-01-01,year,2000-10-11,day,For Profit,http://ushamartin.com,,,,,,,,,,,,Manufacturing,"Basant Jhawar, Prashant Jhawar, Rajeev Jhawar-Usha Martin",3,5001-10000,1,IPO,2010-01-22,468150000,INR,10119099,Post-IPO Equity,468150000,INR,10119099,Post-IPO Equity,468150000,INR,10119099,468150000,INR,10119099,,,,
Chelyabinsk Metallurgical Plant,https://www.crunchbase.com/organization/chelyabinsk-metallurgical-plan,,"Manufacturing, Mining","Moscow, Moscow City, Russian Federation",Chelyabinsk is vertically integrated steel manufacturer in Russia.,"3,778,152","Europe, Middle East, and Africa (EMEA)",Active,,,2008-12-12,day,For Profit,http://www.mechel.ru/sector/steel/cmk/,,,,,,,,,,,,"Manufacturing, Natural Resources",,,,,IPO,,,,,,,,,,,,,,,,,,,
Telefonica Panama,https://www.crunchbase.com/organization/telefonica-panama,,,"Madrid, Madrid, Spain",the leading mobile operator in the country.,"3,798,920","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,,,2019-02-20,day,For Profit,https://www.telefonica.com/es/,,,,,,,,,,,,,,,10001+,,M&A,,,,,,,,,,,,,,,,,,,
Yodogawa Steel Works,https://www.crunchbase.com/organization/yodogawa-steel-works,,"Industrial, Manufacturing","Nagoya, Aichi, Japan",Yodogawa Steel Works is an iron and steel products company.,"3,874,578",Asia-Pacific (APAC),Active,1935-01-30,day,1949-05-16,day,For Profit,http://www.yodoko.co.jp/,,,,,,,,,,,,Manufacturing,,,1001-5000,,IPO,,,,,,,,,,,,,,,,,,,
Shougang Fushan Resources Group,https://www.crunchbase.com/organization/shougang-fushan-resources-group,,"Mining, Oil and Gas","Wan Chai, Hong Kong Island, Hong Kong",Shougang Fushan Resources Group is a manufacturer and seller of coking coal products.,"3,895,491",Asia-Pacific (APAC),Active,1985-12-13,day,1990-10-02,day,For Profit,http://www.shougang-resources.com.hk/,,,,,,,,,,,,"Energy, Natural Resources",,,1001-5000,,IPO,,,,,,,,,,,,,,,,,,,
ERA,https://www.crunchbase.com/organization/era-7706,,"Aerospace, Manufacturing, Technical Support","Pardubice, Pardubicky kraj, Czech Republic","Era is an aerospace company that provides multilateration, surveillance, and reconnaissance technology services.","3,927,438","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,1994-01-01,year,,,For Profit,https://www.era.aero,,,,,,,,,,,,"Information Technology, Manufacturing, Other, Science and Engineering",,,251-500,,,,,,,,,,,,,,,,,,,,,
Usiminas,https://www.crunchbase.com/organization/usiminas-8ba5,,"Industrial, Manufacturing, Mechanical Engineering","Belo Horizonte, Minas Gerais, Brazil","Usiminas manufactures slabs, plates, rolled sheets, and coils for the automotive and construction sectors.","3,952,151",Latin America,Active,1956-04-25,day,2026-02-10,day,For Profit,https://www.usiminas.com.br,,,,,,,,,,,,"Manufacturing, Science and Engineering",,,10001+,,M&A,,,,,,,,,,,,,,,,,,,
China Hanking Holdings,https://www.crunchbase.com/organization/china-hanking-holdings,,"Chemical, Industrial, Mineral","Shenyang, Liaoning, China",China Hanking Holdings is a producer of iron ore concentrates.,"3,966,218",Asia-Pacific (APAC),Active,2010-08-02,day,2011-09-30,day,For Profit,http://www.hankingmining.com/,,,,,,,,,,,,"Manufacturing, Natural Resources, Science and Engineering",Jiye Yang,1,1001-5000,,IPO,,,,,,,,,,,,,,,,,,,
AOFS,https://www.crunchbase.com/organization/aofs,,"Consulting, Government, Project Management, Security","Brussels, Brussels Hoofdstedelijk Gewest, Belgium","AOFS provides engineering, consulting, and project management services for European defense and security programs.","3,977,142","European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,2009-01-01,year,,,For Profit,https://www.aofs.org,,,,,,,,,,,,"Administrative Services, Government and Military, Other, Privacy and Security, Professional Services",,,1-10,,,,,,,,,,,,,,,,,,,,,
Poongsan,https://www.crunchbase.com/organization/poongsan,,"Aerospace, Automotive, Industrial, Manufacturing, Military","Seoul, Seoul-t'ukpyolsi, South Korea","Poongsan produces fabricated non-ferrous metal materials, defense ammunition products, and precision forged components.","4,255,274",Asia-Pacific (APAC),Active,,,,,For Profit,https://www.poongsan.co.kr,,,,,,,,,,,,"Government and Military, Information Technology, Manufacturing, Science and Engineering, Transportation",,,,,,,,,,,,,,,,,,,,,,,,
Shenyang Aluminium & Magnesium Engineering & Research Institute (SAMI),https://www.crunchbase.com/organization/shenyang-aluminium-magnesium-engineering-research-institute-sami,,,,A Chinese engineering and research institute focused on alumina and aluminum technologies.,"4,270,595",,Active,,,,,,https://sami.chinalco.com.cn/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reliance Steel & Aluminum Co.,https://www.crunchbase.com/organization/reliance-steel-aluminum-co-4832,,"Advanced Materials, Industrial Manufacturing, Manufacturing","Scottsdale, Arizona, United States","Reliance is a diversified metal solutions provider offering metal distribution, processing, and related services.",,"Greater Phoenix Area, Western US",Active,,,,,For Profit,https://rsac.com,,,,,,,,,,,,"Manufacturing, Science and Engineering",,,,,,,,,,,,,,,,,,,,,,,,
Rbt Europe Korlatolt Felelossegu Tarsasag,https://www.crunchbase.com/organization/rbt-europe-korlatolt-felelossegu-tarsasag,,"Commercial, Consulting, Customer Service, Freight Service, Logistics, Shipping, Supply Chain Management, Transportation, Warehousing","Budapest, Budapest, Hungary","RBT Europe provides international and domestic freight forwarding, transport, warehousing, and related logistics services.",,"European Union (EU), Europe, Middle East, and Africa (EMEA)",Active,2004-03-01,day,,,For Profit,https://www.rbteurope.com,,,,,,,,,,,,"Other, Professional Services, Transportation",,,,,,,,,,,,,,,,,,,,,,,,
